192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-includes/js/underscore.min.js?ver=1.13.4 HTTP/1.1" 200 18833 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18 HTTP/1.1" 200 4307 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.1" 200 9141 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-admin/js/user-profile.min.js?ver=6.6.1 HTTP/1.1" 200 6507 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-admin/js/password-strength-meter.min.js?ver=6.6.1 HTTP/1.1" 200 1123 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:41 +0000] "GET /wp-includes/js/wp-util.min.js?ver=6.6.1 HTTP/1.1" 200 1426 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:29:42 +0000] "GET /wp-includes/js/zxcvbn.min.js HTTP/1.1" 200 822237 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:24 +0000] "POST /wp-admin/install.php?step=2 HTTP/1.1" 200 5921 "http://localhost:8080/wp-admin/install.php?step=1" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:24 +0000] "GET /favicon.ico HTTP/1.1" 301 5 "http://localhost:8080/wp-admin/install.php?step=2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:24 +0000] "GET /favicon.ico/ HTTP/1.1" 200 84341 "http://localhost:8080/wp-admin/install.php?step=2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:24 +0000] "GET /favicon.ico/ HTTP/1.1" 200 81793 "http://localhost:8080/wp-admin/install.php?step=2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:27 +0000] "GET /wp-login.php HTTP/1.1" 200 6763 "http://localhost:8080/wp-admin/install.php?step=2" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:27 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,buttons,forms,l10n,login&ver=6.6.1 HTTP/1.1" 200 103417 "http://localhost:8080/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:27 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,zxcvbn-async,wp-hooks&ver=6.6.1 HTTP/1.1" 200 105916 "http://localhost:8080/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:27 +0000] "GET /favicon.ico/ HTTP/1.1" 200 49015 "http://localhost:8080/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:34 +0000] "POST /wp-login.php HTTP/1.1" 302 5 "http://localhost:8080/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.6.1 HTTP/1.1" 200 2659 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.6.1 HTTP/1.1" 200 400836 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.6.1 HTTP/1.1" 200 103121 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/css/editor.min.css?ver=6.6.1 HTTP/1.1" 200 26956 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/js/common.min.js?ver=6.6.1 HTTP/1.1" 200 22454 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/admin-bar.min.js?ver=6.6.1 HTTP/1.1" 200 3487 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-admin/ HTTP/1.1" 200 108695 "http://localhost:8080/wp-login.php" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/clipboard.min.js?ver=2.0.11 HTTP/1.1" 200 9009 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.1" 200 1718 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381 HTTP/1.1" 200 457 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/dist/a11y.min.js?ver=d90eebea464f6c09bfd5 HTTP/1.1" 200 2358 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
192.168.65.1 - - [10/Aug/2024:07:30:38 +0000] "GET /wp-includes/js/dist/url.min.js?ver=36ae0e4dd9043bb8749b HTTP/1.1" 200 8226 "http://localhost:8080/wp-admin/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36"
